SEQ_KEY;ORDEM;VARIACAO_IMXIC;DIF_CUSTO_P_x_R;MAT_DIF_PERCENTUAL;TAXA_MAQUINA_FIXA;TAXA_MO_FIXA;TAXA_FIXA_VAR_MO;MO_VALOR;HR_MAQ_VALOR;HR_EXC_VLR;HR_CONFIG_VLR;MO_VARIACAO;EXTERNA_OPERACAO;OUTCOME
489863;575118;0.00;-0.07;-0.08;1.37;1.5;0;-0.27;0;1.72;0;0;0;APROVADO AUTOMATICAMENTE
489900;574814;0.00;0.62;0.58;1.73;1.91;0;-0.51;1.94;2.13;0;0;0;REQUER JUSTIFICATIVA FABRICA
489964;564872;0.00;0.04;-0.17;0;0;0;0;0;0;0;0;0.06;APROVADO AUTOMATICAMENTE
490005;574652;0.00;0.07;-0.03;1.37;1.5;0;-0.24;1.44;1.1;-1;0;0;APROVADO AUTOMATICAMENTE
490073;574401;0.00;0.07;-0.04;1.37;1.5;0;-0.3;1.31;0.54;-1;0;0;APROVADO AUTOMATICAMENTE
490171;574488;0.00;0.79;0.79;1.37;1.5;0;-0.21;0;1.61;0;0;0;REQUER JUSTIFICATIVA FABRICA
449321;549342;0.00;-0.22;-0.19;-0.07;0.01;0;-0.43;-0.44;-0.33;0.5;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
449363;547075;0.16;0.2;0.23;-0.53;-0.5;0;0.15;0;0.54;0;0;0;CUSTO NÃO APROVADO
449379;548538;0.00;-0.05;-0.05;-0.07;0.01;0;-0.27;0;0.05;0;0;0;APROVADO AUTOMATICAMENTE
449774;548721;0.00;-0.12;-0.09;-0.53;-0.5;0;-0.75;-0.7;-0.69;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
449902;549153;0.00;-0.03;0.03;-0.53;-0.5;0;-0.64;-0.54;-0.51;0;0;0;APROVADO AUTOMATICAMENTE
450175;548883;0.00;-0.17;-0.29;-0.07;0.01;0;-0.36;-0.07;-0.1;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450249;548681;0.00;-0.11;-0.11;-0.18;-0.17;0;-0.42;0;-0.27;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450277;549567;0.00;-0.11;-0.07;-0.18;-0.17;0;-0.14;-0.15;-0.18;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450318;542348;0.00;-0.08;-0.09;-0.18;-0.17;0;2.42;0;3.15;0;0;0;APROVADO AUTOMATICAMENTE
450430;549171;0.00;-0.28;0.01;-0.29;-0.21;0;-0.51;-0.29;-0.16;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450494;548997;0.00;-0.14;-0.13;-0.18;-0.17;0;-0.01;-0.22;-0.3;-0.54;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450562;548927;0.00;-0.1;-0.1;-0.29;-0.21;0;-0.44;0.07;0.2;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450761;548581;0.00;-0.1;-0.1;-0.18;-0.17;0;0.01;0;-0.41;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450841;548704;0.00;-0.15;-0.14;-0.29;-0.21;0;-0.7;-0.47;-0.41;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
450949;549183;0.00;-0.12;-0.17;-0.29;-0.21;0;-0.62;-0.46;-0.36;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451139;550011;0.00;8.75;14.34;-0.18;-0.17;0;-0.43;0;-0.31;0;0;0;REQUER JUSTIFICATIVA FABRICA
451234;550076;0.00;-0.14;-0.13;-0.18;-0.17;0;-0.48;0;-0.38;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451361;550548;0.00;-0.26;-0.31;-0.18;-0.17;0;-0.31;-0.18;-0.24;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451457;548645;0.00;-0.09;-0.09;-0.18;-0.17;0;-0.57;0.62;-0.46;-1;0;0;APROVADO AUTOMATICAMENTE
451619;550125;0.00;-0.09;-0.08;-0.29;-0.21;0;-0.69;-0.37;-0.3;0;0;0;APROVADO AUTOMATICAMENTE
451696;549725;0.00;-0.15;-0.15;-0.18;-0.17;0;-0.17;0;-0.06;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451746;549918;0.00;-0.23;-0.23;-0.18;-0.17;0;-0.39;0;-0.25;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451811;549681;0.00;-0.11;-0.11;-0.18;-0.17;0;-0.23;-0.1;-0.16;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
451849;550284;0.00;0.08;0.11;-0.29;-0.21;0;-0.67;-0.41;-0.35;0;0;0;APROVADO AUTOMATICAMENTE
451945;549325;0.00;-0.08;-0.08;-0.18;-0.17;0;-0.38;0;-0.22;0;0;0;APROVADO AUTOMATICAMENTE
451980;550644;0.00;-0.2;-0.2;-0.18;-0.17;0;-0.2;0;0.03;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
452172;549215;0.00;-0.1;-0.11;-0.18;-0.17;-0.15;-0.19;0.08;0.02;-0.58;-0.15;0;APROVADO AUTOMATICAMENTE
452299;538567;0.00;-0.05;-0.08;-0.29;-0.21;0;-0.1;0.76;0.96;0;0;0;APROVADO AUTOMATICAMENTE
452301;550659;0.00;-0.15;-0.15;-0.18;-0.17;0;-0.35;-0.19;-0.19;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
452337;549800;0.00;0.16;0.19;-0.18;-0.17;0;-0.39;0;-0.26;0;0;0;REQUER JUSTIFICATIVA FABRICA
452514;538529;0.00;-0.09;-0.09;-0.18;-0.17;0;-0.68;0;-0.45;0;0;0;APROVADO AUTOMATICAMENTE
452695;551057;0.00;-0.1;-0.09;-0.18;-0.17;0;-0.29;-0.34;-0.31;0;0;0;REQUER JUSTIFICATIVA FABRICA
452709;550670;0.00;-0.05;-0.04;-0.18;-0.17;0;-0.36;0;-0.2;0;0;0;APROVADO AUTOMATICAMENTE
452760;550521;0.00;-0.12;-0.12;-0.29;-0.21;0;-0.47;-0.15;-0.02;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
452846;550536;0.00;-0.13;-0.13;-0.29;-0.21;0;-0.44;-0.01;0.14;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453014;550539;0.00;-0.14;-0.13;-0.29;-0.21;0;-0.63;-0.25;-0.14;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453095;550704;0.00;-0.19;-0.19;-0.18;-0.17;0;-0.32;-0.16;-0.16;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453127;550380;0.00;-0.12;-0.13;-0.18;-0.17;0;0.27;0;0.57;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453260;551141;0.00;-0.1;-0.1;-0.29;-0.21;0;-0.58;-0.19;-0.09;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453478;551485;0.00;-0.16;-0.16;-0.18;-0.17;0;-0.39;-0.26;-0.26;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453540;548596;0.00;-0.02;-0.06;0;0;0;0;0;0;0;0;0;APROVADO AUTOMATICAMENTE
453560;550795;0.00;-0.21;-0.22;-0.29;-0.21;0;-0.62;0.22;-0.3;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453683;550465;0.00;-0.16;-0.16;-0.18;-0.17;0;-0.54;0;-0.38;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
453692;551150;0.00;-0.09;-0.09;-0.29;-0.21;0;-0.43;0.09;0.22;0;0;0;APROVADO AUTOMATICAMENTE
453811;551498;0.00;-0.15;-0.14;-0.29;-0.21;0;-0.65;-0.48;-0.38;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454164;551267;0.00;-0.04;-0.05;-0.29;-0.21;0;-0.42;0.09;0.22;0;0;0;APROVADO AUTOMATICAMENTE
454252;551714;0.00;-0.28;-0.36;-0.18;-0.17;0;-0.38;-0.18;-0.24;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454309;551359;0.00;-0.05;-0.05;-0.19;-0.18;0;-0.13;0;0;0;0;0;APROVADO AUTOMATICAMENTE
454547;551727;0.00;-0.25;-0.34;-0.19;-0.18;0;-0.29;-0.19;-0.18;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454590;551830;0.00;-0.11;-0.12;-0.19;-0.18;0;-0.04;0;0.15;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454630;550864;0.00;-0.13;-0.07;-0.19;-0.18;0;-0.39;-0.25;-0.61;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454825;551934;0.00;-0.16;-0.15;-0.24;-0.15;0;-0.58;-0.29;-0.17;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454854;551609;0.00;-0.06;-0.06;-0.24;-0.15;0;-0.58;-0.08;0.03;0;0;0;APROVADO AUTOMATICAMENTE
454901;550880;0.00;-0.11;-0.12;-0.19;-0.18;0;-0.17;0;0.08;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
454963;551669;0.00;-0.1;-0.11;-0.24;-0.15;0;-0.39;0.11;0.23;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455010;550841;0.00;-0.11;-0.1;-0.19;-0.18;0;-0.41;-0.07;-0.41;-0.76;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455103;550842;0.00;-0.08;-0.09;-0.19;-0.18;0;-0.28;0.13;-0.29;-0.82;0;0;APROVADO AUTOMATICAMENTE
455321;549330;0.00;-0.31;-0.31;-0.19;-0.18;0;-0.46;0;-0.33;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455402;551000;0.00;-0.03;-0.02;-0.24;-0.15;0;-0.52;-0.09;0.01;0;0;0;APROVADO AUTOMATICAMENTE
455487;552043;0.00;-0.11;-0.1;-0.19;-0.18;0;0;-0.05;-0.4;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455554;551038;0.00;0.01;0.04;-0.19;-0.18;0;0;-0.16;-0.61;-1;0;0;CUSTO NÃO APROVADO
455601;552328;0.00;0.1;0.11;-0.19;-0.18;0;-0.45;0;-0.31;0;0;0;REQUER JUSTIFICATIVA FABRICA
455669;550784;0.00;0.21;0.25;-0.24;-0.15;0;-0.47;0.03;0.15;0;0;0;REQUER JUSTIFICATIVA FABRICA
455722;551782;0.00;-0.11;-0.09;-0.19;-0.18;0;-0.25;-0.06;-0.48;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455866;554016;0.00;-0.18;-0.18;-0.19;-0.18;0;-0.37;-0.24;-0.24;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455889;552081;0.00;-0.4;-0.41;-0.19;-0.18;0;1.07;0.57;-0.47;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455897;554041;0.00;-0.11;-0.11;-0.19;-0.18;0;-0.39;0;-0.26;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
455905;554314;0.00;-0.19;-0.19;-0.24;-0.15;0;-0.72;-0.55;-0.46;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456074;554026;0.00;-0.17;-0.17;-0.19;-0.18;0;-0.16;-0.09;-0.09;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456122;551712;0.00;-0.13;-0.12;-0.19;-0.18;0;-0.49;0;-0.33;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456160;553980;0.00;-0.1;-0.1;-0.19;-0.18;0;0.18;-0.07;-0.31;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456258;553960;0.00;-0.54;-0.98;-0.19;-0.18;0;-0.64;0;-0.6;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456268;551980;0.00;-0.14;-0.14;-0.19;-0.18;0;-0.08;0;-0.04;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456340;551981;0.00;-0.14;-0.14;-0.19;-0.18;0;-0.15;0;-0.09;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456353;554309;0.00;-0.24;-0.34;-0.19;-0.18;0;-0.24;-0.19;-0.18;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456446;551842;0.00;0.06;0.01;0;0;0;0;0;0;0;0;0;APROVADO AUTOMATICAMENTE
456498;554051;0.00;-0.1;-0.09;-0.19;-0.18;0;-0.48;-0.47;-0.57;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456533;554320;0.00;-0.2;-0.19;-0.24;-0.15;0;-0.59;-0.5;-0.4;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456588;552066;0.00;-0.11;-0.09;-0.19;-0.18;0;-0.55;-0.56;-0.62;-0.67;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456622;552086;0.00;-0.07;-0.07;-0.19;-0.18;0;-0.11;0;0.06;0;0;0;APROVADO AUTOMATICAMENTE
456639;554122;0.00;-0.13;-0.12;-0.24;-0.15;0;-0.67;-0.38;-0.3;-0.56;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456729;554391;0.00;-0.11;-0.09;-0.19;-0.18;0;-0.27;-0.43;-0.27;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456786;554311;0.00;-0.25;-0.34;-0.19;-0.18;0;-0.29;-0.19;-0.18;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
456931;554494;0.00;-0.07;-0.06;-0.19;-0.18;0;-0.42;0;-0.2;0;0;0;APROVADO AUTOMATICAMENTE
457015;554996;0.00;-0.1;-0.06;-0.19;-0.18;0;-0.6;-0.64;-0.67;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457076;554945;0.00;-0.26;-0.31;-0.19;-0.18;0;-0.29;-0.19;-0.25;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457191;554802;0.00;-0.1;-0.1;-0.24;-0.15;0;-0.7;0.12;-0.37;0;0;0;APROVADO AUTOMATICAMENTE
457214;554277;0.00;-0.36;-0.35;-0.19;-0.18;0;-0.33;-0.39;-0.42;-0.63;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457274;551591;0.00;-0.04;-0.05;-0.19;-0.18;0;0.58;0;0.99;0;0;0;APROVADO AUTOMATICAMENTE
457346;554589;0.00;-0.24;-0.34;-0.19;-0.18;0;-0.24;-0.19;-0.18;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457504;554138;0.00;-0.12;-0.11;-0.19;-0.18;0;-0.02;-0.12;-0.46;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457537;554723;0.00;-0.1;-0.09;-0.19;-0.18;0;-0.15;-0.24;-0.47;-1;0;0;REQUER JUSTIFICATIVA FABRICA
457732;554847;0.00;-0.18;-0.18;-0.24;-0.15;0;-0.61;-0.26;-0.14;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457914;554295;0.00;-0.22;-0.22;-0.19;-0.18;0;-0.36;0;-0.19;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
457937;554419;0.00;-0.09;-0.1;-0.19;-0.18;0;0;0;0.13;0;0;0;APROVADO AUTOMATICAMENTE
458050;555104;0.00;-0.21;-0.2;-0.31;-0.3;0;-0.38;-0.39;-0.39;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458168;555367;0.00;-0.11;-0.11;-0.31;-0.3;0;-0.23;-0.27;-0.42;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458210;555809;0.00;-0.13;-0.11;-0.2;-0.11;0;-0.64;-0.31;-0.32;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458325;554751;0.00;-0.15;-0.13;-0.2;-0.11;0;-0.7;-0.38;-0.34;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458378;554851;0.00;-0.18;-0.18;-0.2;-0.11;0;-0.54;-0.24;-0.11;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458389;554469;0.00;-0.14;-0.13;-0.31;-0.3;0;-0.41;0;-0.34;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458402;555537;0.00;-0.16;-0.15;-0.2;-0.11;0;-0.56;-0.22;-0.1;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458459;555469;0.00;-0.18;-0.08;-0.31;-0.3;0;-0.49;-0.55;-0.73;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458533;555341;0.00;-0.11;-0.09;-0.31;-0.3;0;-0.22;-0.36;-0.36;0.46;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458699;555664;0.00;-0.15;-0.15;-0.31;-0.3;0;-0.33;0;-0.35;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458703;555432;0.00;0.34;0.37;-0.2;-0.11;0;-0.71;-0.33;0.02;0;0;0;REQUER JUSTIFICATIVA FABRICA
458714;555006;0.00;-0.34;-0.43;-0.31;-0.3;0;-0.07;-0.24;-0.22;0.28;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458736;555764;0.00;-0.19;-0.19;-0.31;-0.3;0;-0.15;-0.35;-0.4;0.16;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458814;555787;0.00;-0.13;-0.11;-0.31;-0.3;0;-0.4;-0.42;-0.53;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458816;547016;0.00;0.29;0;0;0;0;0;0;0;0;0;0.22;REQUER JUSTIFICATIVA FABRICA
458867;555426;0.00;-0.44;-0.71;-0.31;-0.3;0;-0.29;-0.31;-0.3;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458997;554518;0.00;-0.13;-0.13;-0.31;-0.3;0;-0.24;0;-0.2;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
458999;554334;0.00;0.47;0.48;-0.2;-0.11;0;-0.57;0.4;-0.17;0;0;0;REQUER JUSTIFICATIVA FABRICA
459108;555529;0.00;-0.19;-0.19;-0.2;-0.11;0;-0.7;-0.32;-0.2;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
459291;553878;0.00;-0.15;-0.14;-0.2;-0.11;0;-0.57;-0.19;-0.15;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
459297;555627;0.00;0.11;0.11;-0.2;-0.11;0;-0.52;0.06;0.18;0;0;0;REQUER JUSTIFICATIVA FABRICA
459319;555061;0.00;-0.14;-0.14;-0.31;-0.3;0;-0.47;0;-0.44;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
459337;554115;0.00;-0.08;-0.08;-0.2;-0.11;0;-0.74;-0.01;-0.45;0;0;0;APROVADO AUTOMATICAMENTE
459492;555558;0.00;-0.41;-0.41;-0.31;-0.3;0;-0.23;0;-0.21;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
459514;553881;0.00;-0.15;-0.13;-0.2;-0.11;0;-0.67;-0.4;-0.37;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460221;553862;0.00;-0.2;-0.2;-0.2;-0.11;0;-0.67;-0.47;-0.37;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460225;553861;0.00;-0.2;-0.2;-0.2;-0.11;0;-0.57;-0.31;-0.19;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460259;555988;0.00;-0.13;-0.11;-0.31;-0.3;0;-0.47;-0.55;-0.63;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460301;553795;0.00;-0.19;-0.18;-0.2;-0.11;0;-0.62;-0.39;-0.36;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460416;556278;0.00;-0.13;-0.12;-0.31;-0.3;0;-0.38;-0.46;-0.56;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460484;555891;0.00;-0.01;0.01;-0.31;-0.3;0;-0.36;0;-0.39;0;0;0;APROVADO AUTOMATICAMENTE
460524;554935;0.00;-0.13;-0.13;-0.31;-0.3;0;0.32;0;0.21;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460535;556557;0.00;-0.12;-0.1;-0.31;-0.3;0;-0.57;-0.63;-0.7;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460576;556573;0.00;-0.13;-0.12;-0.31;-0.3;0;-0.26;-0.47;-0.48;0.49;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460584;556591;0.00;0.62;0.63;-0.2;-0.11;0;-0.54;0.75;0.03;0;0;0;REQUER JUSTIFICATIVA FABRICA
460648;556290;0.00;-0.11;-0.07;-0.31;-0.3;0;-0.31;-0.42;-0.42;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460650;556114;0.00;-0.16;-0.13;-0.2;-0.11;0;-0.65;-0.39;-0.41;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460766;555892;0.00;-0.04;-0.02;-0.31;-0.3;0;-0.38;0;-0.41;0;0;0;APROVADO AUTOMATICAMENTE
460831;556496;0.00;-0.1;-0.13;-0.31;-0.3;0;0.5;0.33;0;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460845;556821;0.00;-0.17;-0.16;-0.31;-0.3;0;-0.46;0;-0.48;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460879;556291;0.00;-0.11;-0.09;-0.31;-0.3;0;-0.28;-0.39;-0.4;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
460901;556327;0.00;-0.2;-0.2;-0.31;-0.3;0;-0.15;0;-0.14;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461003;556828;0.00;-0.11;-0.08;-0.31;-0.3;0;-0.33;-0.43;-0.44;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461022;556784;0.00;-0.21;-0.2;-0.31;-0.3;0;-0.38;0;-0.41;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461033;556604;0.00;-0.17;-0.17;-0.2;-0.11;0;-0.52;-0.22;-0.1;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461186;556594;0.00;0.62;0.63;-0.2;-0.11;0;-0.34;0.6;-0.05;0;0;0;REQUER JUSTIFICATIVA FABRICA
461194;556766;0.00;-0.1;-0.09;-0.31;-0.3;0;-0.45;-0.44;-0.55;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461223;555366;0.00;-0.05;-0.04;-0.31;-0.3;0;-0.27;0;-0.3;0;0;0;APROVADO AUTOMATICAMENTE
461253;556867;0.00;-0.32;-0.34;-0.31;-0.3;0;-0.29;-0.31;-0.3;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461548;557046;0.00;-0.16;-0.15;-0.2;-0.11;0;-0.56;-0.23;-0.19;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461550;556875;0.00;-0.32;-0.35;-0.31;-0.3;0;-0.31;-0.31;-0.3;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461572;556815;0.00;-0.14;-0.13;-0.31;-0.3;0;-0.2;-0.45;-0.57;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461600;556698;0.00;-0.16;-0.15;-0.31;-0.3;0;-0.4;-0.23;-0.53;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461663;556243;0.00;-0.18;-0.19;-0.31;-0.3;0;0.01;0;0.01;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461675;556952;0.00;-0.22;-0.22;-0.2;-0.11;0;-0.56;-0.18;-0.05;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
461776;556971;0.00;0.11;0.12;-0.2;-0.11;0;-0.38;0.01;0.13;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462025;556228;0.00;-0.17;-0.08;-0.31;-0.3;0;-0.43;-0.51;-0.71;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462155;557451;0.00;-0.17;-0.16;-0.2;-0.11;0;-0.54;-0.21;-0.23;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462169;557253;0.00;-0.14;-0.12;-0.31;-0.3;0;-0.49;-0.55;-0.63;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462175;556972;0.00;0.18;0.19;-0.2;-0.11;0;-0.37;0.01;0.13;0;0;0;REQUER JUSTIFICATIVA FABRICA
462297;557297;0.00;-0.11;-0.1;-0.31;-0.3;0;0.19;-0.2;-0.35;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462408;557402;0.00;-0.21;-0.21;-0.2;-0.11;0;-0.81;-0.41;-0.67;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462446;557281;0.00;-0.2;-0.2;-0.31;-0.3;0;-0.43;0;-0.43;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462627;557284;0.00;-0.18;-0.17;-0.19;-0.18;0;-0.51;0;-0.42;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462630;557699;0.00;-0.14;-0.14;-0.19;-0.18;0;-0.34;0;-0.25;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462637;557436;0.00;-0.1;-0.11;-0.19;-0.1;0;-0.44;0.01;0.12;0;0;0;REQUER JUSTIFICATIVA FABRICA
462806;557310;0.00;-0.15;-0.16;-0.19;-0.18;0;-0.13;0;0.04;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462915;557225;0.00;-0.17;-0.07;-0.19;-0.18;0;-0.58;-0.52;-0.71;-1;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
462967;558260;0.00;-0.27;-0.28;-0.19;-0.1;0;-0.2;-0.02;0.13;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463023;558261;0.00;-0.27;-0.27;-0.19;-0.1;0;-0.5;-0.18;-0.05;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463055;555329;0.00;8.37;0;-0.19;-0.18;0;0.57;0.23;-0.17;-1;0;0;REQUER JUSTIFICATIVA FABRICA
463077;557938;0.00;-0.11;-0.11;-0.19;-0.1;0;-0.65;0.36;-0.24;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463081;557916;0.00;-0.19;-0.17;-0.19;-0.1;0;-0.73;-0.53;-0.43;-0.53;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463123;557239;0.00;-0.16;-0.16;-0.19;-0.18;0;-0.23;0;-0.15;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463192;558361;0.00;-0.05;-0.05;-0.19;-0.18;0;-0.34;0;-0.26;0;0;0;APROVADO AUTOMATICAMENTE
463299;556369;0.00;-0.14;-0.15;-0.19;-0.1;0;-0.47;0.03;0.42;0;0;0;APROVADO COM JUSTIFICATIVA SETOR CUSTOS
463346;556969;0.00;0.04;0.03;-0.19;-0.1;0;-0.52;0.27;0.41;0;0;0;APROVADO AUTOMATICAMENTE
